,algorithm,params,groups,memberG1,memberG2,calinski_harabaz_score,silhouette_score
1,K-Means,K = 2,2,573,175,439.58136020264254,0.43003180355861437
2,Birch,K = 2,2,740,8,208.2320206001344,0.7506312142933567
3,AgglomerativeClustering,affinity = euclidean linkage = ward k = 2,2,249,499,409.17793937350143,0.3861473399492237
4,AgglomerativeClustering,affinity = euclidean linkage = complete k = 2,2,740,8,208.2320206001344,0.7506312142933567
5,AgglomerativeClustering,affinity = euclidean linkage = average k = 2,2,740,8,208.2320206001344,0.7506312142933567
6,AgglomerativeClustering,affinity = euclidean linkage = single k = 2,2,746,2,34.15557329291142,0.7202246333920931
7,AgglomerativeClustering,affinity = l1 linkage = complete k = 2,2,740,8,208.2320206001344,0.7506312142933567
8,AgglomerativeClustering,affinity = l1 linkage = average k = 2,2,740,8,208.2320206001344,0.7506312142933567
9,AgglomerativeClustering,affinity = l1 linkage = single k = 2,2,746,2,34.15557329291142,0.7202246333920931
10,AgglomerativeClustering,affinity = l2 linkage = complete k = 2,2,740,8,208.2320206001344,0.7506312142933567
11,AgglomerativeClustering,affinity = l2 linkage = average k = 2,2,740,8,208.2320206001344,0.7506312142933567
12,AgglomerativeClustering,affinity = l2 linkage = single k = 2,2,746,2,34.15557329291142,0.7202246333920931
13,AgglomerativeClustering,affinity = manhattan linkage = complete k = 2,2,740,8,208.2320206001344,0.7506312142933567
14,AgglomerativeClustering,affinity = manhattan linkage = average k = 2,2,740,8,208.2320206001344,0.7506312142933567
15,AgglomerativeClustering,affinity = manhattan linkage = single k = 2,2,746,2,34.15557329291142,0.7202246333920931
16,AgglomerativeClustering,affinity = cosine linkage = complete k = 2,2,482,266,185.40462659936694,0.23193261990803363
17,AgglomerativeClustering,affinity = cosine linkage = average k = 2,2,488,260,388.9635589920511,0.36792902838024716
18,AgglomerativeClustering,affinity = cosine linkage = single k = 2,2,747,1,0.31985949681068143,-0.1223305495152359
