,algorithm,params,groups,memberG1,memberG2,calinski_harabaz_score,silhouette_score
1,K-Means,K = 2,2,52,51,16.212291125255913,0.13463569243380444
2,Birch,K = 2,2,59,44,15.259853718487827,0.13466494339715115
3,AgglomerativeClustering,affinity = euclidean linkage = ward k = 2,2,59,44,15.259853718487827,0.13466494339715115
4,AgglomerativeClustering,affinity = euclidean linkage = complete k = 2,2,102,1,4.63498935916276,0.4188856741379629
5,AgglomerativeClustering,affinity = euclidean linkage = average k = 2,2,102,1,4.63498935916276,0.4188856741379629
6,AgglomerativeClustering,affinity = euclidean linkage = single k = 2,2,102,1,4.63498935916276,0.4188856741379629
7,AgglomerativeClustering,affinity = l1 linkage = complete k = 2,2,72,31,12.537950396288226,0.10739992451075465
8,AgglomerativeClustering,affinity = l1 linkage = average k = 2,2,102,1,4.63498935916276,0.4188856741379629
9,AgglomerativeClustering,affinity = l1 linkage = single k = 2,2,102,1,2.029294185341174,0.2025434887342476
10,AgglomerativeClustering,affinity = l2 linkage = complete k = 2,2,102,1,4.63498935916276,0.4188856741379629
11,AgglomerativeClustering,affinity = l2 linkage = average k = 2,2,102,1,4.63498935916276,0.4188856741379629
12,AgglomerativeClustering,affinity = l2 linkage = single k = 2,2,102,1,4.63498935916276,0.4188856741379629
13,AgglomerativeClustering,affinity = manhattan linkage = complete k = 2,2,72,31,12.537950396288226,0.10739992451075465
14,AgglomerativeClustering,affinity = manhattan linkage = average k = 2,2,102,1,4.63498935916276,0.4188856741379629
15,AgglomerativeClustering,affinity = manhattan linkage = single k = 2,2,102,1,2.029294185341174,0.2025434887342476
16,AgglomerativeClustering,affinity = cosine linkage = complete k = 2,2,74,29,9.218778648789556,0.11129448977406896
17,AgglomerativeClustering,affinity = cosine linkage = average k = 2,2,60,43,13.829752443663985,0.14289207536659307
18,AgglomerativeClustering,affinity = cosine linkage = single k = 2,2,102,1,1.0000888074325787,0.018257796000541275
