,algorithm,params,groups,memberG1,memberG2,calinski_harabaz_score,silhouette_score
1,K-Means,K = 2,2,145,318,53.66052596150481,0.1683431902898933
2,Birch,K = 2,2,449,14,35.32507892978045,0.40466011799186596
3,AgglomerativeClustering,affinity = euclidean linkage = ward k = 2,2,174,289,37.13640316704034,0.12428231055606666
4,AgglomerativeClustering,affinity = euclidean linkage = complete k = 2,2,461,2,31.15809334296578,0.6850493419978101
5,AgglomerativeClustering,affinity = euclidean linkage = average k = 2,2,461,2,31.15809334296578,0.6850493419978101
6,AgglomerativeClustering,affinity = euclidean linkage = single k = 2,2,461,2,31.15809334296578,0.6850493419978101
7,AgglomerativeClustering,affinity = l1 linkage = complete k = 2,2,454,9,27.06479047493094,0.43075929598055834
8,AgglomerativeClustering,affinity = l1 linkage = average k = 2,2,461,2,31.15809334296578,0.6850493419978101
9,AgglomerativeClustering,affinity = l1 linkage = single k = 2,2,461,2,31.15809334296578,0.6850493419978101
10,AgglomerativeClustering,affinity = l2 linkage = complete k = 2,2,461,2,31.15809334296578,0.6850493419978101
11,AgglomerativeClustering,affinity = l2 linkage = average k = 2,2,461,2,31.15809334296578,0.6850493419978101
12,AgglomerativeClustering,affinity = l2 linkage = single k = 2,2,461,2,31.15809334296578,0.6850493419978101
13,AgglomerativeClustering,affinity = manhattan linkage = complete k = 2,2,454,9,27.06479047493094,0.43075929598055834
14,AgglomerativeClustering,affinity = manhattan linkage = average k = 2,2,461,2,31.15809334296578,0.6850493419978101
15,AgglomerativeClustering,affinity = manhattan linkage = single k = 2,2,461,2,31.15809334296578,0.6850493419978101
16,AgglomerativeClustering,affinity = cosine linkage = complete k = 2,2,293,170,27.030531137177114,0.058524239373478316
17,AgglomerativeClustering,affinity = cosine linkage = average k = 2,2,363,100,41.14402006854951,0.10471991674326606
18,AgglomerativeClustering,affinity = cosine linkage = single k = 2,2,461,2,31.08706154730353,0.6839033646838077
