,algorithm,params,groups,memberG1,memberG2,calinski_harabaz_score,silhouette_score
1,K-Means,K = 2,2,37,37,10.968364376847198,0.1275325548430432
2,Birch,K = 2,2,31,43,10.62289802812651,0.12485372983560039
3,AgglomerativeClustering,affinity = euclidean linkage = ward k = 2,2,43,31,10.424257786155275,0.11567507128982249
4,AgglomerativeClustering,affinity = euclidean linkage = complete k = 2,2,69,5,9.303819772846499,0.2769375241946898
5,AgglomerativeClustering,affinity = euclidean linkage = average k = 2,2,69,5,9.303819772846499,0.2769375241946898
6,AgglomerativeClustering,affinity = euclidean linkage = single k = 2,2,71,3,6.729167748978718,0.2695542122127259
7,AgglomerativeClustering,affinity = l1 linkage = complete k = 2,2,71,3,6.729167748978718,0.2695542122127259
8,AgglomerativeClustering,affinity = l1 linkage = average k = 2,2,71,3,6.729167748978718,0.2695542122127259
9,AgglomerativeClustering,affinity = l1 linkage = single k = 2,2,71,3,6.729167748978718,0.2695542122127259
10,AgglomerativeClustering,affinity = l2 linkage = complete k = 2,2,69,5,9.303819772846499,0.2769375241946898
11,AgglomerativeClustering,affinity = l2 linkage = average k = 2,2,69,5,9.303819772846499,0.2769375241946898
12,AgglomerativeClustering,affinity = l2 linkage = single k = 2,2,71,3,6.729167748978718,0.2695542122127259
13,AgglomerativeClustering,affinity = manhattan linkage = complete k = 2,2,71,3,6.729167748978718,0.2695542122127259
14,AgglomerativeClustering,affinity = manhattan linkage = average k = 2,2,71,3,6.729167748978718,0.2695542122127259
15,AgglomerativeClustering,affinity = manhattan linkage = single k = 2,2,71,3,6.729167748978718,0.2695542122127259
16,AgglomerativeClustering,affinity = cosine linkage = complete k = 2,2,51,23,7.732418485082454,0.07554777722205344
17,AgglomerativeClustering,affinity = cosine linkage = average k = 2,2,46,28,10.388087095599017,0.11230724076499042
18,AgglomerativeClustering,affinity = cosine linkage = single k = 2,2,73,1,0.8860543327959632,-0.017207478078340506
