,algorithm,params,groups,memberG1,memberG2,calinski_harabaz_score,silhouette_score
1,K-Means,K = 2,2,34,3,9.858694654013812,0.3793712891934521
2,Birch,K = 2,2,34,3,9.858694654013812,0.3793712891934521
3,AgglomerativeClustering,affinity = euclidean linkage = ward k = 2,2,34,3,9.858694654013812,0.3793712891934521
4,AgglomerativeClustering,affinity = euclidean linkage = complete k = 2,2,34,3,9.858694654013812,0.3793712891934521
5,AgglomerativeClustering,affinity = euclidean linkage = average k = 2,2,34,3,9.858694654013812,0.3793712891934521
6,AgglomerativeClustering,affinity = euclidean linkage = single k = 2,2,34,3,9.858694654013812,0.3793712891934521
7,AgglomerativeClustering,affinity = l1 linkage = complete k = 2,2,34,3,9.858694654013812,0.3793712891934521
8,AgglomerativeClustering,affinity = l1 linkage = average k = 2,2,34,3,9.858694654013812,0.3793712891934521
9,AgglomerativeClustering,affinity = l1 linkage = single k = 2,2,34,3,9.858694654013812,0.3793712891934521
10,AgglomerativeClustering,affinity = l2 linkage = complete k = 2,2,34,3,9.858694654013812,0.3793712891934521
11,AgglomerativeClustering,affinity = l2 linkage = average k = 2,2,34,3,9.858694654013812,0.3793712891934521
12,AgglomerativeClustering,affinity = l2 linkage = single k = 2,2,34,3,9.858694654013812,0.3793712891934521
13,AgglomerativeClustering,affinity = manhattan linkage = complete k = 2,2,34,3,9.858694654013812,0.3793712891934521
14,AgglomerativeClustering,affinity = manhattan linkage = average k = 2,2,34,3,9.858694654013812,0.3793712891934521
15,AgglomerativeClustering,affinity = manhattan linkage = single k = 2,2,34,3,9.858694654013812,0.3793712891934521
16,AgglomerativeClustering,affinity = cosine linkage = complete k = 2,2,25,12,7.449623089622449,0.15553242270591328
17,AgglomerativeClustering,affinity = cosine linkage = average k = 2,2,16,21,7.23771110894997,0.15346740995866925
18,AgglomerativeClustering,affinity = cosine linkage = single k = 2,2,33,4,6.021848395847355,0.20618230795903691
