tau1,tau2,tau3,tau4,p1,p2,p3,p4,g1,g2,g3,g4,stab
9.30409723468,4.90252411201,3.04754072762,1.3693573553,5.06781210428,-1.94005842705,-1.8727416856,-1.25501199163,0.413440568379,0.862414076353,0.562139050528,0.781759910653,-0.00595746432604
0.716414776295,7.66959964407,4.48664083059,2.34056298397,3.96379106327,-1.02747330414,-1.93894415265,-0.997373606481,0.446208906537,0.976744082924,0.929380522873,0.362717774269,0.0288705434449
6.99920870915,9.10924671644,3.7840659094,4.26778760342,4.42966882281,-1.85713917685,-0.670396827478,-1.90213281848,0.261792854117,0.0779296721687,0.542883858522,0.469931041283,-0.0173849069339
4.6898519275,4.00774746209,1.4785728759,3.7337874923,4.04129961368,-1.41034431235,-1.23820427574,-1.39275102559,0.269708270661,0.250364217202,0.164941118523,0.482439411001,-0.0386765836143
9.8414964883,1.41382159179,9.7698555487,7.64161626331,4.72759504202,-1.99136336779,-0.857637206946,-1.87859446729,0.376355980567,0.54441531581,0.792039424641,0.116262822352,0.0123834141734
5.38129925653,8.01452101704,8.09517415725,6.7692476992,5.50755100505,-1.97271385421,-1.84933257978,-1.68550457106,0.359974025113,0.1735688166,0.34914385092,0.628860423786,0.0281301999792
8.55159820964,8.31495222345,2.54996382964,9.92680728111,4.89171373544,-1.80862626683,-1.16706123461,-1.916026234,0.612403529209,0.28098285752,0.35434248789,0.472192077743,0.0277556924227
1.1321075936,2.9203240233,8.95107854466,7.24858347797,5.03368055335,-1.84607954218,-1.36277740865,-1.82482360252,0.352291990741,0.524172882249,0.59900385598,0.67438986832,0.0148804322017
4.95224090482,8.08867235232,8.88331865625,5.69455721963,5.06729577625,-1.68141419491,-1.8770612876,-1.50882029374,0.305662026509,0.307903841938,0.889893892796,0.879427907898,0.0656172043799
4.1428304011,2.43908920767,1.29045594016,9.45644318889,3.93479591773,-1.46929869767,-1.76694125887,-0.698555961186,0.800756745514,0.840807129209,0.917833435936,0.793981811714,-0.00696582814861
